id,serie_name,amazon_link,author_id,pen_name,book_status,num_books,goodreads_link,image,currentBooks
210408,Cuentos rusos del abuelo Pedro,NULL,456401,NULL,done,2,https://www.goodreads.com/series/320046-cuentos-rusos-del-abuelo-pedro,NULL,2
211882,The Genius Files,NULL,748120,NULL,done,5,https://www.goodreads.com/series/70129-the-genius-files,NULL,5
212936,Succession,NULL,320413,NULL,done,2,https://www.goodreads.com/series/40579-succession,NULL,2
213373,Chéri-Bibi,NULL,607729,NULL,done,5,https://www.goodreads.com/series/70320-ch-ri-bibi,NULL,10
214371,Reid Family,NULL,800033,NULL,done,4,https://www.goodreads.com/series/50488-reid-family,NULL,4
214796,Chamber of Horrors,NULL,221560,NULL,done,4,https://www.goodreads.com/series/42849-chamber-of-horrors,NULL,4
215573,Vingt mille lieues sous les mers,NULL,784465,NULL,done,2,https://www.goodreads.com/series/222173-vingt-mille-lieues-sous-les-mers,NULL,2
215706,Dream Trilogy,NULL,326692,NULL,done,3,https://www.goodreads.com/series/43150-dream-trilogy,NULL,3
215877,Writer's Diary,NULL,175764,NULL,done,3,https://www.goodreads.com/series/164066-writer-s-diary,NULL,3
216197,Selected Stories of Tanith Lee,NULL,657156,NULL,done,2,https://www.goodreads.com/series/63492-selected-stories-of-tanith-lee,NULL,4
217659,Monsieur Pamplemousse,NULL,876898,NULL,done,18,https://www.goodreads.com/series/60892-monsieur-pamplemousse,NULL,18
218974,Disaster,NULL,938327,NULL,done,6,https://www.goodreads.com/series/327026-disaster,NULL,6
219928,Nancy Drew Mystery Stories,NULL,187183,NULL,done,175,https://www.goodreads.com/series/40642-nancy-drew-mystery-stories,NULL,175
220677,Fantastic Beasts,NULL,882819,NULL,done,3,https://www.goodreads.com/series/234280-fantastic-beasts-the-original-screenplay,NULL,6
220970,Quaid Horses,NULL,183492,NULL,done,3,https://www.goodreads.com/series/66064-quaid-horses,NULL,3
221288,Watership Down,NULL,433052,NULL,done,2,https://www.goodreads.com/series/93546-watership-down,NULL,2
221335,Диптаун,NULL,110530,NULL,done,3,https://www.goodreads.com/series/61707,NULL,3
221615,The Deer and the Cauldron,NULL,389299,NULL,done,15,https://www.goodreads.com/series/211729-the-deer-and-the-cauldron,NULL,15
221648,Beka Cooper,NULL,204346,NULL,done,3,https://www.goodreads.com/series/44532-beka-cooper,NULL,3
223014,The N.O.A.H. Files,NULL,284981,NULL,done,2,https://www.goodreads.com/series/350239-the-n-o-a-h-files,NULL,2
224446,Buster Bayliss,NULL,650062,NULL,done,4,https://www.goodreads.com/series/43681-buster-bayliss,NULL,6
224494,Babylon Rising,NULL,836973,NULL,done,4,https://www.goodreads.com/series/50125-babylon-rising,NULL,4
225645,Zarkon - Lord of the Unknown,NULL,346874,NULL,done,5,https://www.goodreads.com/series/129214-zarkon---lord-of-the-unknown,NULL,8
226321,Ruby Redfort,NULL,251079,NULL,done,6,https://www.goodreads.com/series/70707-ruby-redfort,NULL,7
226371,Best Science Fiction Stories of the year,NULL,194079,NULL,done,10,https://www.goodreads.com/series/76045-best-science-fiction-stories-of-the-year-del-rey-dozois,NULL,10
226561,Aubrey & Maturin,NULL,981859,NULL,done,21,https://www.goodreads.com/series/40333-aubrey-maturin,NULL,21
227488,Sunderworld,NULL,286118,NULL,done,1,https://www.goodreads.com/series/403702-sunderworld,NULL,2
228728,Arthurian Saga,NULL,421015,NULL,done,5,https://www.goodreads.com/series/43904-arthurian-saga,NULL,5
229096,Raetian Tales,NULL,337427,NULL,done,1,https://www.goodreads.com/series/57596-raetian-tales,NULL,1
229723,Medieval Song,NULL,468639,NULL,done,7,https://www.goodreads.com/series/41403-medieval-song,NULL,7
231314,Evie,NULL,333207,NULL,done,2,https://www.goodreads.com/series/313358-evie,NULL,2
231414,Bodies from the Library,NULL,250448,NULL,done,6,https://www.goodreads.com/series/383901-bodies-from-the-library,NULL,6
231484,The Door of No Return,NULL,262647,NULL,done,2,https://www.goodreads.com/series/396228-the-door-of-no-return,NULL,2
231542,Star Voyager,NULL,197534,NULL,done,3,https://www.goodreads.com/series/69534-star-voyager,NULL,3
231565,Shades of Grey,NULL,368918,NULL,done,3,https://www.goodreads.com/series/51553-shades-of-grey,NULL,3
232337,Baseball Card Adventures,NULL,748120,NULL,done,12,https://www.goodreads.com/series/75940-baseball-card-adventures,NULL,12
232489,Griffon Fletcher,NULL,368030,NULL,done,2,https://www.goodreads.com/series/143782-griffon-fletcher,NULL,2
233284,Troubletwisters,NULL,870503,NULL,done,4,https://www.goodreads.com/series/51876-troubletwisters,NULL,4
234293,Jim Knopf,NULL,378948,NULL,done,2,https://www.goodreads.com/series/76984-jim-knopf,NULL,3
234879,Wildworld,NULL,972098,NULL,done,3,https://www.goodreads.com/series/53818-wildworld,NULL,3
235856,Letty Dobesh Chronicles,NULL,528543,NULL,done,2,https://www.goodreads.com/series/193766-letty-dobesh-chronicles,NULL,4
236007,Green Town,NULL,484979,NULL,done,4,https://www.goodreads.com/series/105066-green-town,NULL,4
236228,Solar Queen,NULL,871748,NULL,done,7,https://www.goodreads.com/series/58108-solar-queen,NULL,8
236551,Frank Terrell,NULL,223338,NULL,done,5,https://www.goodreads.com/series/72448-frank-terrell,NULL,6
236682,Jack West Jr,NULL,663565,NULL,done,7,https://www.goodreads.com/series/44107-jack-west-jr,NULL,10
236721,Cadernos D. Quixote,NULL,562434,NULL,done,1,https://www.goodreads.com/series/128203-cadernos-d-quixote,NULL,1
237104,Albert Campion,NULL,868878,NULL,done,21,https://www.goodreads.com/series/55933-albert-campion,NULL,21
237474,The Memoirs,NULL,562300,NULL,done,2,https://www.goodreads.com/series/74696-the-memoirs,NULL,2
